COSMIC ID,AMHR2,AMH,UBE2I,LAMA3,EEF2K,MDM2,PTPN7,ELK1,VEGFD,SMAD9,MAP2K3,MAP2K4,PLD2,SMAD1,LAMB1,CISH,NRAS,LAMA1,GNAI1,ARF6,MAPT,DBNL,KALRN,IL5,MAPK1,PLCG1,GNAO1,KRAS,LAMB3,MAP2K6,HDAC4,SNTA1,SMAD5,RAB11FIP3,VEGFA,XPO1,GNAZ,RAN,LAMA5,SUMO1,HDAC1,MAP3K8,FOS,STMN1,PLAUR,VEGFC,ITGA6,CCND1,STAT5A,PRKCB,CRKL,RAC1,PIAS1,SMAD4,RAF1,LAT,GNAI3,PRKCA,NME1,LCP2,NRP2,FLT1,LYN,ACVR1,PTPN11,SDCBP,JUN,GNAI2,RAB11A,LAMC2,MAP4K1,TLX2,FLT4,MAPK13,CRK,VEGFB,LAMB2,KDR,ITGB4,MAP2K1,MAPK8,MAP3K7,MAPK12,BRAF,RANBP2,RHOA,PIM1,FKBP1A,HRAS,BMP7,RANGAP1,PGF,GNA13,GRB2,GNA12,BMPR2,ARF1,TIAM1,PIK3CA,CDC42,MAP3K20,NRP1,PIK3R1,PIAS2,IL5RA,MAP3K1,PLD1,PKN1,CSF2RB,LAMA2,MAPK3,S1PR4,STAT5B,PIP5K1A,S1PR5,GRAP2,JAK2,LAMC1
924111,0.0286,1.384,6.6887,8.5678,2.8699,5.4825,0.0286,3.2434,0.5558,0.0286,6.762,4.4796,5.0453,3.84,7.0561,1.8679,5.4074,0.2265,4.735,5.8215,0.3561,6.1336,2.0909,0.3334,6.761,5.5726,4.1755,3.5945,8.7806,0.1506,3.359,3.3757,4.5423,3.5046,6.4179,6.3808,0.0286,8.7254,8.0948,6.6276,6.5081,5.7639,9.0748,7.9478,7.8065,3.7159,7.2518,6.5287,3.8629,0.0286,5.5945,8.6156,5.0587,5.7727,4.855,0.6781,3.281,2.0976,5.7029,0.0976,5.9706,0.0,6.364,0.0,5.673,7.3579,8.2165,7.3369,8.0849,8.8625,0.2016,0.516,0.0,4.9444,5.3359,6.1737,5.9741,0.0,8.0557,6.4375,5.5097,4.0548,4.295,3.8156,4.1707,8.3392,6.435,8.8199,5.9984,0.1243,7.0788,2.7355,5.0678,5.9702,5.4259,4.4423,8.408,2.8953,3.6633,8.0914,5.1506,3.8156,3.4581,2.1375,0.0426,3.5484,5.5726,6.2203,0.0286,0.8237,5.9255,0.4751,4.466,5.7517,3.861,0.0,3.1276,7.2858
905952,0.0144,4.7334,7.6702,0.0566,3.8738,5.9352,7.3904,4.9991,0.1375,1.0909,4.497,4.5951,0.8074,3.8043,1.406,2.0391,5.9357,0.0144,0.0704,5.9023,0.0841,6.4195,0.0286,0.0704,6.558,7.4892,0.774,4.6871,0.0704,3.7751,4.847,4.235,4.2102,4.8314,2.6736,7.7055,0.3896,10.4933,1.3674,7.4692,7.5856,0.6781,0.1375,11.0472,3.8768,0.0426,5.0819,0.251,7.413,6.3009,5.4967,7.2958,5.1089,6.2555,6.3913,7.5528,2.9672,0.433,7.7655,6.5677,0.0704,3.1489,0.0144,2.1309,6.4079,5.8814,4.0721,8.063,7.6948,0.0,6.2008,3.1875,0.0426,0.848,4.254,5.8319,0.848,0.0,1.6645,5.5308,5.4016,5.4077,1.3161,3.9672,5.5981,9.0237,2.1859,9.0672,5.09,0.0,6.4453,0.1375,5.5113,6.5103,4.735,0.84,8.1908,4.0009,4.5084,7.4127,4.627,0.5558,4.6165,4.2898,0.0,2.3306,0.0,6.6859,0.0,0.0566,6.3174,5.8733,7.1419,5.44,0.8074,7.0678,2.2016,0.3334
910903,0.0,0.9184,6.4798,2.4489,3.6508,3.0841,0.2016,5.522,0.6041,0.0841,5.044,3.1747,4.1763,3.5097,8.3247,2.3248,5.3487,2.0,3.0738,5.6755,0.3561,7.3861,0.757,0.0426,5.4158,5.8006,3.7126,3.1506,4.7339,3.2048,2.6229,5.3509,4.0583,4.2296,7.3658,6.5378,0.6871,9.2309,7.7325,7.4056,6.8881,2.5705,6.3404,8.0598,7.5922,5.6453,5.155,7.5892,3.269,0.0566,4.4363,8.323,4.2133,5.2464,6.079,2.1342,4.5342,3.9754,8.1897,1.0,4.7735,2.3334,2.1144,5.3071,5.7889,7.1732,6.7838,8.3097,8.0417,1.9782,0.696,2.568,0.0,1.7698,5.2946,6.1528,8.6651,0.0,2.2234,6.0402,3.9477,4.6559,3.7835,3.4919,5.0312,9.1509,3.079,9.8186,5.5868,0.1506,5.6349,1.1375,3.8359,5.5689,6.0347,4.4627,8.4313,2.1506,4.1449,7.6865,4.8455,8.0208,4.4983,3.4449,0.0,2.1985,3.4114,6.7122,0.0144,1.0215,5.1942,0.1243,4.4429,4.6859,0.3448,0.3896,1.9598,7.573
687600,0.0566,6.2931,7.4046,2.7908,4.1285,6.7446,0.0841,5.4561,0.7824,5.8595,3.7442,3.841,2.2327,4.4679,5.4512,1.3277,6.0117,0.0,0.2141,5.5521,5.2589,6.8738,1.0909,0.0704,6.7925,6.8986,6.3078,4.3799,0.0704,2.8895,3.7527,4.5027,5.5094,4.8217,3.025,7.4415,3.3363,9.9634,3.8982,7.3605,5.9479,0.0144,0.757,8.962,3.1683,0.0144,5.2612,0.3785,0.7485,0.0,5.3158,7.2002,5.4253,6.7042,6.9768,1.3391,3.0197,3.0321,8.2714,0.0,2.852,0.0,0.2265,3.852,6.4878,5.6565,4.5904,5.2483,7.9511,0.0144,0.7225,0.0566,0.1763,5.4922,3.9088,6.7397,1.6276,0.0,1.6369,6.0665,5.7471,5.5913,5.2075,4.855,4.7285,7.7752,4.6622,8.192,6.5141,0.0,5.6032,2.266,5.319,6.5198,4.9773,4.3377,8.5125,4.7777,4.9814,6.6181,4.3512,3.3234,4.4588,5.087,0.4436,1.1953,0.0704,7.1196,0.0,0.0144,5.7431,0.0286,4.7724,5.5561,0.9561,0.3896,2.7071,0.275
1298151,0.0,1.6041,6.4041,6.4237,4.3903,7.3267,0.0426,4.0108,0.2265,0.1635,4.0188,3.7203,3.6792,2.6439,9.2614,1.4594,4.1771,1.4751,6.6483,5.4738,1.2987,5.9635,1.6462,0.0,5.6067,5.4922,0.1243,3.9117,4.1731,1.5261,1.1375,4.0435,4.1318,4.1218,5.7485,6.135,3.0036,8.9369,8.769,6.6977,6.9628,3.497,7.7329,8.2047,1.7225,0.0976,3.4607,7.24,0.0976,1.8718,5.0687,7.2091,3.4699,4.8037,5.1997,1.251,3.2884,1.86,7.7736,0.0144,3.2525,0.0426,1.7613,2.6599,5.8329,4.847,5.2277,6.3856,6.7355,4.5892,3.8032,1.0566,1.669,0.4436,4.6859,4.5323,6.627,0.0,6.6017,5.0917,5.5376,3.5595,5.2215,4.0934,4.7517,7.9521,4.8186,8.2256,5.8982,5.3298,6.5706,1.6736,4.3868,6.2977,2.8992,3.5373,8.2234,4.5141,3.7004,7.9261,3.8669,2.4803,1.4114,3.0321,0.0,3.2063,2.0496,4.4777,0.1635,0.4751,5.6456,0.0286,4.5717,5.3118,2.0704,0.0,0.6599,9.0831
906797,0.0,1.511,6.8012,5.7301,2.6064,4.2705,0.0976,5.1619,0.0,0.189,5.6946,3.8053,3.8885,3.3561,7.11,2.6736,5.4575,1.4383,2.4751,5.0085,0.0286,7.7396,1.1375,0.0,5.0561,4.8694,1.4542,3.9449,7.5696,0.7049,1.4383,2.8094,3.4751,4.0321,4.9773,6.6163,1.4005,10.0077,7.2892,6.8901,6.9691,2.669,6.5008,8.5665,5.8853,1.1953,4.7996,6.2327,1.3277,0.0426,4.5059,8.6435,4.135,4.691,5.9331,1.2079,4.6387,0.8953,8.8238,0.1375,1.0072,0.757,3.4114,2.5922,6.3129,6.559,6.6015,7.6522,8.6037,8.1264,0.189,0.0976,0.0144,5.9486,5.2254,5.393,5.9989,0.926,7.2272,6.8968,4.5838,3.7506,3.6276,3.0303,3.4816,8.751,6.1357,9.0579,6.7913,0.0704,6.3689,0.1635,3.4128,6.0568,5.8809,3.437,8.6242,2.6576,3.225,7.5547,3.7409,2.0,2.1177,2.3757,0.0,1.8319,1.5311,6.4793,0.275,0.9486,5.116,0.0,3.6656,5.8654,0.6508,0.0,1.1309,6.6476
908460,0.3219,2.26,6.6308,5.5729,3.3505,4.0652,0.1635,3.6462,0.1243,0.1375,5.4043,4.813,4.8649,3.6053,1.4436,1.1177,4.6496,0.0566,3.6736,6.2547,1.4222,5.8181,2.3248,0.0,5.8384,5.394,0.275,5.6369,7.1162,1.5607,2.189,3.4634,4.7436,3.857,9.0472,6.9352,0.1375,9.8349,7.6904,7.3828,7.7071,2.6645,4.5435,8.3721,5.7104,3.8807,2.7398,7.245,0.0286,0.0144,5.2048,7.9901,3.843,5.3572,6.3336,2.2234,4.0626,3.8156,7.7621,0.0144,5.2141,0.0144,5.0496,4.6415,6.283,7.8389,5.1006,6.9825,7.8186,8.2445,0.4957,0.3448,0.0566,6.5671,5.2713,5.6554,6.7758,4.7115,6.7338,6.2451,4.9736,4.09,3.433,4.3992,4.4854,8.7784,5.009,6.2733,4.314,0.0566,5.9067,0.1375,4.5801,5.9001,4.4476,3.4502,8.3396,4.8012,4.2832,8.1596,3.8895,5.7301,3.2839,2.5583,0.0,2.5534,3.5148,6.3032,0.0,0.8237,6.2346,1.263,0.546,5.4588,0.0426,0.0,1.4542,6.7285
924107,0.0704,0.7824,7.2229,5.6769,3.3604,5.6209,0.0144,3.8186,0.1763,0.5753,6.0557,4.4155,4.4783,4.4548,5.9937,1.5059,5.517,1.384,4.5509,5.993,1.585,6.3147,0.4114,0.0976,6.6163,4.9523,2.6182,4.2456,8.6607,2.4114,3.106,3.319,4.0391,3.557,6.1406,6.3877,0.3334,8.9707,8.9733,7.3256,6.9417,6.3212,9.0025,7.962,6.2302,4.7996,6.8309,9.0328,3.266,0.0,5.5429,9.0007,5.3789,5.3288,5.6651,1.7824,3.0409,2.1985,5.6398,0.0426,2.5729,0.0,7.0377,4.1691,6.2315,7.5329,8.0885,6.7248,8.0895,8.8409,0.2141,0.4005,0.0,4.9791,5.1847,7.0529,8.2261,0.0,8.0239,5.7996,4.7671,4.8099,4.1127,3.2357,4.3477,8.4245,7.2372,8.0798,5.4909,0.0426,6.1599,0.4005,4.9088,6.1713,5.439,4.4906,8.4499,1.5705,4.4289,7.8467,4.4012,1.6182,2.7377,3.0197,0.0286,3.101,5.4286,5.4906,0.1763,0.3448,6.5215,0.5945,3.859,6.9009,3.6041,0.0,2.4033,7.6414
1330987,0.0,1.9745,7.6996,0.1243,3.5122,7.7872,5.7495,4.7241,0.0,0.433,4.8334,3.0018,2.189,6.3823,0.9928,0.0144,5.2311,0.0,0.0,4.8089,0.2141,6.4269,0.0,0.0566,6.4472,5.8158,0.111,4.4019,0.0426,1.5898,2.0531,4.3937,4.2847,4.8202,4.0626,7.1669,4.0453,10.3473,3.2898,6.854,7.3878,1.541,0.1243,10.2066,0.3674,0.0,0.585,0.4005,0.8797,4.9768,5.1391,6.8884,5.0347,6.1623,6.2502,1.4114,2.1985,4.2906,7.9919,0.0,0.5361,2.1309,6.1027,0.433,5.8731,5.6851,1.541,6.9846,7.3281,0.0144,7.1431,0.0,0.0,0.5261,3.275,5.3125,0.2141,0.0,0.6229,5.3961,4.3964,4.7511,5.7035,3.969,4.6696,8.9187,5.1631,8.2524,5.3933,7.4338,6.6004,0.7824,6.153,6.849,4.5619,2.7268,7.6193,3.0144,4.3771,7.3138,3.211,0.0,4.3082,3.9982,0.0,4.6977,0.0,6.9112,3.8032,0.0144,5.1098,5.6011,5.223,6.1459,0.0286,0.2869,1.6826,4.9995
907285,0.0,0.3674,6.7586,5.7162,3.3234,2.6229,0.0,4.0934,0.0976,0.189,6.0644,3.6519,3.2957,2.9946,7.3031,1.8278,4.756,0.0704,4.4033,6.4941,0.5656,5.6741,2.2449,0.1375,4.3834,4.6927,0.0566,3.4005,7.6643,1.7137,1.7398,3.3688,3.6194,4.0295,4.1416,6.1863,0.251,10.0384,6.5968,6.7421,7.0406,1.5993,6.2081,8.3164,5.2176,3.8758,5.3526,7.7283,2.9745,0.0566,3.61,7.7814,4.2795,4.7463,5.6943,1.86,3.7388,2.0976,9.6689,0.0,3.6241,0.0144,2.067,3.2234,6.2475,6.1799,5.3259,6.6251,7.5402,7.0663,0.3103,0.2869,0.0,4.2578,4.4906,4.5957,7.1929,0.2388,6.4199,6.3262,4.0626,3.856,3.3632,3.1635,4.2334,8.4102,3.1635,6.7443,6.332,0.0426,6.1069,1.2079,4.3854,4.189,4.2735,3.06,8.3412,2.541,3.0356,7.2765,4.6462,3.6927,1.7782,3.4699,0.0,3.0993,2.4673,7.3247,0.0144,0.5656,5.6485,0.3674,4.4854,5.0938,0.4222,0.0,0.6041,5.7856
946359,0.0286,0.189,6.9397,0.4751,3.557,4.3861,0.189,4.5838,0.189,0.669,4.6554,4.0764,3.9458,3.8895,5.3736,4.2334,4.4601,0.0,2.0286,5.986,4.2357,6.2494,2.4463,0.0,5.3316,5.0233,0.111,4.1301,1.3391,1.1827,1.8992,3.6814,4.2373,5.1428,5.0925,6.4039,1.6088,9.7075,5.5211,6.7961,6.0559,2.0215,4.1235,8.806,1.257,1.263,3.1667,6.9679,0.1506,0.0704,4.5441,8.2547,3.1077,5.1412,5.9761,1.546,3.706,1.1506,8.6088,0.0426,0.2141,0.0286,0.3103,2.3896,5.814,6.2317,5.1379,5.3761,7.7884,0.9635,0.8156,0.0,0.7312,4.7876,5.2491,2.4249,5.6276,0.0,3.3702,4.7328,4.6479,4.0635,3.111,3.0652,4.3834,8.0102,1.7442,6.9099,5.3547,6.5899,6.4289,0.0426,5.7271,5.691,4.9551,3.2765,8.7575,3.0054,3.0942,7.5281,2.8895,3.8787,3.3702,3.1619,0.0,2.9764,0.9486,6.5729,0.4114,0.0,5.9093,0.0,3.4396,4.6915,0.0566,0.0,0.4436,3.7887
905980,0.0144,4.7409,7.3649,5.0321,3.6871,5.2739,0.0426,4.5898,0.0976,2.8875,4.7382,4.3341,4.3519,3.6679,7.2047,1.516,6.3005,0.6135,5.246,6.1493,4.4033,6.1229,3.3074,0.0286,6.0332,5.8212,0.1635,4.4039,5.5629,2.9819,3.3349,4.8084,4.8395,4.2675,4.5002,7.3542,1.6182,10.2068,5.9088,7.2588,5.9451,2.4087,3.0233,8.6031,4.7409,3.2645,4.3792,6.9837,0.0704,0.0,4.7038,8.9938,4.1579,6.127,5.5497,5.5125,3.5423,5.8071,8.6936,0.0,3.4303,0.0,4.8032,3.7015,6.3386,7.1036,6.1803,6.7285,7.4748,6.529,0.1375,0.0704,0.0,4.2227,5.7487,5.8425,5.6954,0.0,3.7687,5.6103,4.9662,4.5668,5.1898,3.6029,4.935,8.8464,2.7004,8.8085,6.023,0.0,6.4606,0.0841,5.4433,6.9479,5.9519,4.4182,8.6774,0.0,3.5484,7.1681,5.1795,4.2008,3.6496,3.9681,0.0,3.9107,3.0976,5.9079,0.0,2.546,5.2638,0.4957,4.7918,5.7968,0.0976,0.0286,1.7442,6.6964
1298160,1.3896,3.5472,7.176,1.7137,4.2502,6.1295,0.3785,5.0272,0.5059,3.4699,5.0997,4.4568,3.0197,2.5656,7.0496,1.3674,3.9727,4.888,3.0339,5.1542,2.0144,6.5091,0.5656,0.0144,6.2638,6.44,2.7698,3.5509,0.7137,2.1375,2.2839,3.5373,3.4396,4.8565,5.3827,6.2608,2.1408,9.802,3.266,6.1085,5.6276,0.6415,5.6516,8.0384,1.4803,0.1243,4.7398,7.3092,2.9336,0.0286,4.6571,8.5433,3.8836,4.6433,5.0361,1.7866,1.7949,2.6758,8.0804,0.2141,6.2774,1.3618,3.0461,3.9607,4.8334,8.2978,4.6485,7.676,7.7234,0.0704,0.2388,0.0841,0.5059,0.2388,4.2869,7.3609,6.5138,0.5361,0.275,5.5972,3.4222,4.1252,5.2487,3.3176,3.5211,9.1885,2.144,8.1118,5.1309,0.8797,6.2075,1.8074,4.5141,5.706,5.0622,2.6826,8.3293,2.7761,3.5248,6.6018,2.7719,0.263,3.0426,3.2525,0.0144,2.7004,3.2449,6.3491,0.0,0.2016,4.8812,0.3561,3.8104,5.3063,0.0426,1.5558,2.4356,7.077
906843,0.251,0.3785,6.388,4.8237,3.5323,6.7068,4.7996,4.1069,0.1243,0.3674,5.6112,4.1787,2.4931,4.0566,5.6008,2.0426,4.9322,0.1375,3.9607,7.5454,1.511,5.4845,0.3561,0.189,6.9129,5.2153,3.4803,3.2494,6.1871,0.2141,2.7782,4.3384,4.7808,3.3462,7.4647,6.9545,1.4005,9.2519,7.9492,7.0646,6.7699,3.1859,7.2249,8.6278,4.5711,0.0976,8.612,6.2904,3.7398,0.0704,5.8972,8.0401,5.09,5.4222,6.7787,1.0772,2.7115,3.9625,6.8328,0.0,3.359,0.0,3.9882,2.6554,6.6862,4.3399,6.0603,6.1593,7.7367,7.3573,2.5583,3.101,3.384,4.8812,4.5204,5.4571,4.6496,0.0,7.6618,6.4854,6.393,4.5527,5.6614,3.0233,5.0295,7.9759,5.7637,7.479,4.4912,3.4101,6.8921,2.991,4.3916,5.8174,4.9016,2.9855,9.0361,4.477,4.6011,7.3966,4.2787,3.925,2.9467,3.6769,0.0566,2.2869,5.6918,5.6921,0.0286,0.6599,5.0841,4.5993,4.6966,5.6579,3.6288,0.0286,4.1579,5.9989
910933,0.0,3.2079,7.014,1.7698,3.6229,6.1829,1.0426,4.6966,0.0566,1.3219,6.275,3.5311,4.0583,3.2854,6.4062,0.8875,5.5226,2.1408,3.079,5.7219,0.0566,6.3111,0.7312,0.0,5.3796,5.6786,0.5753,4.0383,7.6403,1.3505,2.0496,3.1763,4.8115,4.4854,4.5236,6.5812,1.0215,10.8657,4.4087,7.1797,7.1922,1.3103,3.1619,9.2024,6.744,4.0339,6.6967,7.2119,0.2869,0.2141,5.1355,7.7161,3.61,4.8068,5.8359,1.7442,4.6977,5.1006,9.1958,2.7463,5.3597,0.5261,0.0566,3.7015,6.2217,6.3865,7.0322,7.6917,7.3969,4.7447,0.7137,0.0,0.848,1.6462,6.4538,5.3878,6.2795,0.3561,0.3896,6.0,5.2802,4.2585,5.2426,2.858,4.5705,8.7999,3.7506,8.5967,6.7627,0.4114,6.8664,1.7355,4.1309,6.3311,4.8605,3.3688,8.5798,3.2555,2.862,7.7712,4.3875,6.2475,2.852,2.9745,0.0426,1.5656,0.4751,5.986,0.4222,0.7398,5.1089,0.2016,4.2257,5.1239,1.6135,0.2388,1.9411,6.9089
924188,0.0144,5.985,7.062,0.9561,2.9373,6.5803,0.1375,4.5595,0.2016,2.1473,4.5441,4.8445,4.1546,4.0161,7.5894,0.6508,5.5814,3.9736,5.7087,4.8379,0.3103,6.4983,2.121,0.0704,4.5173,5.6619,0.3103,3.9561,4.4283,3.3089,1.926,3.6927,5.1875,4.5379,6.1037,6.6426,1.6041,9.4362,6.7014,7.3635,6.2075,1.6182,6.4175,7.6803,6.5478,2.848,3.8718,6.5433,1.1375,0.0,3.7442,8.8173,4.1018,4.9326,5.5877,2.3248,3.9279,4.3688,7.8494,0.0144,6.1504,0.2141,2.0566,4.1811,5.3462,7.574,7.127,8.1377,8.0418,0.2987,0.5059,1.7442,0.0144,0.9411,5.6721,6.5284,7.7896,2.8777,7.5708,6.1342,3.8379,4.8212,3.7257,3.6182,4.0687,8.9131,3.1587,8.5404,6.327,0.433,4.9882,0.0426,4.3799,5.9688,5.594,3.9373,8.5917,2.8817,3.669,6.9797,4.7263,4.3999,3.6334,3.6611,0.0286,2.6668,2.5632,5.8158,0.0426,2.4463,5.3526,0.0286,4.4835,5.7677,1.9298,0.0286,2.4803,6.2005
753551,0.263,2.7655,7.2777,1.1827,2.4931,5.2219,0.3103,5.0488,0.111,4.4861,3.4222,3.9982,4.5298,4.06,5.5043,2.7677,6.1018,0.1506,5.7509,6.4816,6.7462,7.4533,4.5656,0.0704,5.7436,6.4548,3.7719,4.9208,0.669,2.856,3.9174,3.9551,4.3183,5.1152,5.9602,7.4897,4.3413,9.9078,5.477,7.7754,8.2109,0.8875,2.9745,11.6731,5.9402,0.0144,6.8108,1.6369,4.2227,3.6206,5.0544,7.8994,4.3327,6.8165,6.8338,1.7225,5.3045,3.1811,7.4802,0.1375,4.1391,0.0566,1.0841,4.0488,6.5303,7.0876,5.496,6.7733,7.6859,1.84,1.7355,2.2048,0.7991,5.1639,5.1711,5.5207,3.26,0.0566,0.926,4.9579,6.7507,5.3176,4.0,4.4019,5.9006,8.1041,6.9519,7.2886,5.9757,5.2426,5.3618,5.7869,4.5242,5.7503,5.5506,5.4269,9.3473,5.4046,4.4229,9.0274,7.3024,3.541,4.6993,4.6571,0.2016,2.7698,1.4906,7.4125,0.0144,0.0,5.7393,0.0976,6.0301,6.1957,2.742,2.9964,1.3561,3.3992
909742,0.0286,3.144,6.7517,0.1375,2.6915,5.4263,6.0849,3.5656,0.0,0.8074,4.1052,3.6358,2.3074,3.3561,7.7275,5.4135,4.6206,0.9855,2.373,5.9397,3.2016,4.6758,3.8278,0.0426,4.8288,7.2788,2.1538,4.2608,3.0687,1.8237,4.856,0.433,4.8768,4.7724,4.841,6.1928,1.7049,9.5517,1.269,6.7793,5.516,3.0635,4.9588,7.6772,6.1077,2.7463,3.0144,0.7137,0.3103,0.0566,4.995,7.3661,3.8186,5.4525,5.9329,0.9107,3.9505,1.7949,8.5858,0.3785,3.3277,0.0426,3.9467,2.6803,5.9814,9.6409,5.0166,6.2426,6.7229,0.3334,1.6135,0.0426,0.0,3.3477,4.4114,3.6381,0.848,0.0426,8.0523,5.3709,4.588,3.7474,5.7274,3.5211,4.3896,8.6719,4.9986,6.2168,4.2273,0.1506,5.6848,0.8875,3.7918,5.1831,4.5097,2.0144,8.219,2.8777,3.942,6.4219,4.9364,4.6053,2.5336,3.925,0.0,2.157,3.861,5.6991,0.0286,0.0976,4.0951,2.278,7.0012,5.791,0.0144,0.0,2.111,4.6017
909729,0.0,2.9855,6.7891,1.0215,3.6645,4.5934,0.0976,5.0081,0.1375,1.511,5.2821,4.5735,3.2063,3.0374,7.0603,0.856,6.1311,1.2987,0.1763,5.72,0.4222,7.2675,0.8639,0.0704,6.7478,5.9516,3.4141,3.8248,6.9554,0.0144,3.4249,5.2544,5.1607,4.6662,7.5211,6.8625,0.3561,10.2585,1.433,7.6467,6.8647,2.4141,5.5481,9.5813,7.6061,2.7247,7.4906,7.1827,2.1667,0.0,4.6311,8.8859,4.0321,5.2884,5.7304,0.84,3.3248,5.153,7.5281,1.3785,6.8763,0.0,2.9222,4.5129,6.4281,6.2935,6.3018,9.026,7.4722,1.0215,0.1763,0.0426,0.0,2.5583,5.1048,6.9189,6.2574,0.0,1.0566,6.6806,5.8017,5.1387,3.6276,3.9653,5.1679,9.6262,5.0009,8.7726,6.4276,0.1763,6.8704,0.0426,4.8718,5.9418,6.8732,4.8738,8.1016,2.9764,4.7554,8.0271,5.6112,1.9964,2.3702,4.6651,0.0,3.6927,4.4376,6.4075,0.0,0.3896,5.3995,0.0426,4.1449,5.116,0.2869,0.9486,2.6299,7.3387
910907,0.0,3.6576,7.1493,4.669,2.111,5.0858,0.0841,3.6334,0.1375,0.7312,4.9616,3.591,3.2001,2.6064,6.6803,0.275,5.025,0.0976,3.2765,5.9722,0.2388,6.1993,0.3334,0.0,5.3034,5.5567,0.251,3.9136,6.36,1.8032,1.7312,5.353,3.5558,3.7301,3.7981,6.1346,1.7312,9.9022,6.9887,7.0786,6.2133,2.3757,6.5612,8.6542,6.6855,2.943,6.2681,6.9705,2.1763,0.0426,4.342,7.8131,2.6253,3.6927,5.2012,3.9467,3.9279,2.5361,9.6066,0.0566,4.6882,0.0144,2.26,2.5632,5.4416,6.7423,4.6421,6.9048,7.0181,4.9317,0.189,0.0286,0.0704,3.1667,4.6814,4.4673,6.0292,0.0144,7.7643,4.9704,4.915,3.8699,5.6559,2.9126,3.6508,8.4663,2.4828,7.9668,5.5537,0.0144,6.0442,1.9855,4.3618,5.2415,4.8207,3.9579,8.426,2.5185,3.1276,7.4709,4.2157,3.7257,1.5801,2.0286,0.0,1.5993,1.3561,6.893,0.0144,0.6508,4.2157,0.3785,3.9782,5.1894,0.3896,0.0976,1.5753,5.6775
946377,0.0,4.354,7.2561,2.4249,4.2165,5.0166,0.0841,5.1906,0.0704,0.9561,4.8253,4.2743,4.5497,3.8953,9.0238,2.1985,5.7382,0.9928,5.2687,6.4096,0.5656,6.5457,1.9486,0.0566,6.6622,6.952,5.2323,4.4195,3.6702,0.926,3.3176,5.0352,5.4482,5.0224,7.7792,6.9868,2.5826,9.3853,3.9203,6.7509,6.8001,2.3674,6.732,8.5548,6.4746,4.7076,5.2126,6.6894,2.9505,0.0976,4.8146,8.3384,4.6421,6.1695,5.8667,1.9486,3.3147,4.7377,7.5279,1.7613,5.3736,0.5261,4.3681,4.439,6.5173,6.6713,6.4501,8.2931,7.4141,1.516,0.3785,0.1375,0.0286,1.3334,5.5438,5.749,7.2286,0.9928,1.257,6.2555,5.348,4.8006,5.9191,3.9672,5.2284,9.0246,4.7871,8.6834,5.0592,0.0704,6.2685,3.9837,4.5217,5.7525,6.3009,4.6276,8.6517,0.4751,4.0108,7.8473,5.3381,6.5534,3.9764,4.0993,0.0,1.4699,2.8639,5.9052,0.0566,0.9928,4.6588,0.0286,5.392,5.6206,0.3674,0.5753,2.742,8.6103
905981,0.0566,1.5656,7.2091,4.4243,3.6017,7.2215,0.2141,3.9782,0.0704,1.2016,4.8738,4.1961,4.382,3.7214,8.1408,1.2987,5.5714,3.4893,6.6837,5.8572,1.5898,6.5281,0.585,0.111,5.9828,6.0295,0.0566,4.3477,7.14,0.5361,2.4568,2.8659,4.4429,4.9579,4.5577,6.8823,0.9107,9.7263,6.2069,7.0845,6.0951,3.0268,1.757,8.2887,5.6334,3.5705,3.0108,7.0094,2.8934,0.0,4.4216,8.6994,4.3441,5.7206,5.7519,4.3723,2.8197,4.5447,6.8436,0.0,5.7517,0.0144,3.5348,4.126,6.8715,8.1816,6.6633,8.4131,8.0932,5.6679,0.2265,1.6135,0.0286,5.1235,4.7876,5.7782,7.6511,0.433,6.5537,4.969,5.4046,4.6404,5.4663,3.854,4.5273,9.5578,4.033,9.0451,5.4326,0.0976,6.038,1.0496,4.3096,5.26,5.7184,4.6427,7.9001,2.4906,4.5248,7.3684,5.1863,5.8802,4.054,3.7677,0.0,4.5059,5.5509,6.7018,0.251,0.8797,6.5398,0.111,4.5435,5.5276,0.2265,0.1506,2.2388,6.4211
1240159,0.0286,0.9561,5.7882,2.8115,2.2418,3.546,0.0286,4.862,1.5008,0.1635,4.7257,3.8846,4.6859,3.433,6.8999,1.8679,4.8649,1.0566,5.6834,5.5373,0.6323,5.8304,1.1375,0.0426,5.0777,6.0139,0.2016,3.6311,4.1432,0.1375,2.7004,3.9699,3.9402,4.2979,7.6894,6.1574,0.7908,8.9599,6.9159,6.3546,6.8559,2.9449,5.4489,8.1019,5.5351,0.4436,5.0255,7.5141,1.9107,0.0144,4.431,7.8022,2.9928,4.1018,5.6053,1.8758,3.9279,4.0161,7.5868,0.3561,3.3219,0.0,2.0321,3.6311,5.8502,7.8484,6.9718,6.4764,6.8199,0.6323,0.2869,0.0286,0.0,0.903,5.2795,5.6017,7.048,0.0144,4.6588,5.6775,5.0579,4.0522,5.5201,2.7782,3.9373,8.8077,4.7425,7.8467,6.2787,0.1506,6.6719,0.4114,4.2188,5.1181,5.7871,3.1227,8.8608,0.1763,2.275,7.1458,5.9526,6.3439,2.272,1.6229,0.0,1.3951,3.0635,6.0561,0.0286,0.3674,4.382,0.2016,4.4692,4.9777,1.757,0.1506,1.7225,5.9016
